filename,width,height,class,xmin,ymin,xmax,ymax
IMG_3869.JPG,4032,3024,1en,2774,1679,3174,2097
IMG_3869.JPG,4032,3024,5en,1865,1325,2320,1779
IMG_3869.JPG,4032,3024,10en,1829,734,2302,1188
IMG_3869.JPG,4032,3024,10en,2356,1125,2783,1597
IMG_3869.JPG,4032,3024,10en,2274,1561,2774,2043
IMG_3869.JPG,4032,3024,10en,1638,1443,2120,1943
IMG_3869.JPG,4032,3024,10en,1902,1134,2374,1407
IMG_3869.JPG,4032,3024,100en,2283,2025,2765,2434
IMG_3869.JPG,4032,3024,500en,1629,1943,2238,2525
IMG_3869.JPG,4032,3024,50en,2883,1443,3311,1861
IMG_3864.JPG,4032,3024,10en,2438,1479,3020,1961
IMG_3864.JPG,4032,3024,5en,1983,1134,2474,1552
IMG_3864.JPG,4032,3024,100en,2138,934,2602,1307
IMG_3864.JPG,4032,3024,500en,2529,1179,3102,1697
IMG_3857.JPG,4032,3024,1en,1216,626,1516,871
IMG_3857.JPG,4032,3024,5en,1134,1417,1498,1744
IMG_3857.JPG,4032,3024,10en,1907,1017,2289,1362
IMG_3857.JPG,4032,3024,100en,3089,1407,3498,1798
IMG_3857.JPG,4032,3024,500en,1616,1835,2079,2289
IMG_3736.JPG,4032,3024,1en,1656,1007,2620,1952
IMG_3898.JPG,4032,3024,1en,1766,1061,2020,1315
IMG_3898.JPG,4032,3024,1en,2120,1338,2358,1584
IMG_3898.JPG,4032,3024,5en,2243,2031,2527,2323
IMG_3898.JPG,4032,3024,10en,2258,961,2551,1238
IMG_3898.JPG,4032,3024,10en,1443,1107,1735,1384
IMG_3898.JPG,4032,3024,10en,1543,1892,1827,2177
IMG_3898.JPG,4032,3024,10en,1966,1677,2266,1961
IMG_3898.JPG,4032,3024,50en,1812,1884,2081,2123
IMG_3898.JPG,4032,3024,100en,1189,1515,1474,1800
IMG_3898.JPG,4032,3024,100en,1781,1500,2020,1784
IMG_3898.JPG,4032,3024,500en,1489,1569,1812,1877
IMG_3898.JPG,4032,3024,50en,2658,1607,2912,1877
IMG_3871.JPG,4032,3024,1en,1883,1088,2156,1361
IMG_3871.JPG,4032,3024,1en,2211,1088,2511,1352
IMG_3871.JPG,4032,3024,1en,2392,1570,2683,1870
IMG_3871.JPG,4032,3024,1en,2356,2388,2683,2716
IMG_3871.JPG,4032,3024,5en,1447,1225,1765,1507
IMG_3871.JPG,4032,3024,10en,2856,2607,3247,2988
IMG_3871.JPG,4032,3024,10en,1156,1407,1502,1725
IMG_3871.JPG,4032,3024,10en,1692,1607,2038,1934
IMG_3871.JPG,4032,3024,10en,2047,1625,2383,1934
IMG_3871.JPG,4032,3024,10en,983,1879,1365,2261
IMG_3871.JPG,4032,3024,50en,2711,1788,3029,2116
IMG_3871.JPG,4032,3024,100en,1974,2234,2302,2607
IMG_3871.JPG,4032,3024,500en,1311,2097,1720,2488
IMG_3872.JPG,4032,3024,1en,1429,1079,1702,1334
IMG_3872.JPG,4032,3024,1en,1756,1088,2020,1352
IMG_3872.JPG,4032,3024,1en,1865,1579,2156,1834
IMG_3872.JPG,4032,3024,1en,1802,2270,2065,2561
IMG_3872.JPG,4032,3024,10en,729,1370,1083,1679
IMG_3872.JPG,4032,3024,10en,1238,1579,1556,1888
IMG_3872.JPG,4032,3024,10en,1556,1579,1856,1907
IMG_3872.JPG,4032,3024,10en,2211,2470,2529,2797
IMG_3872.JPG,4032,3024,10en,592,1834,938,2152
IMG_3872.JPG,4032,3024,5en,1002,1197,1311,1488
IMG_3872.JPG,4032,3024,50en,2156,1761,2429,2061
IMG_3872.JPG,4032,3024,100en,1474,2152,1756,2461
IMG_3872.JPG,4032,3024,500en,892,1997,1265,2361
IMG_3865.JPG,4032,3024,50en,729,1234,1274,1761
IMG_3865.JPG,4032,3024,1en,1220,597,1720,1043
IMG_3865.JPG,4032,3024,1en,2456,652,2929,1107
IMG_3865.JPG,4032,3024,1en,1629,843,2129,1288
IMG_3865.JPG,4032,3024,1en,1338,1207,1820,1697
IMG_3865.JPG,4032,3024,10en,2874,1552,3492,2179
IMG_3865.JPG,4032,3024,10en,2565,1107,3165,1634
IMG_3865.JPG,4032,3024,10en,1738,1452,2311,2043
IMG_3865.JPG,4032,3024,10en,1038,1807,1692,2488
IMG_3865.JPG,4032,3024,10en,1847,434,2402,925
IMG_3865.JPG,4032,3024,5en,2620,2043,3211,2652
IMG_3865.JPG,4032,3024,100en,2074,961,2638,1443
IMG_3865.JPG,4032,3024,500en,1720,2016,2447,2761
IMG_3896.JPG,4032,3024,1en,2535,1169,2866,1515
IMG_3896.JPG,4032,3024,1en,2751,1300,3051,1661
IMG_3896.JPG,4032,3024,1en,2951,1531,3266,1854
IMG_3896.JPG,4032,3024,10en,1881,1892,2404,2454
IMG_3896.JPG,4032,3024,10en,2889,1784,3289,2215
IMG_3896.JPG,4032,3024,10en,2712,1892,3081,2377
IMG_3896.JPG,4032,3024,50en,2420,2046,2843,2554
IMG_3896.JPG,4032,3024,100en,1412,1061,1897,1500
IMG_3896.JPG,4032,3024,100en,2404,1469,2804,1907
IMG_3896.JPG,4032,3024,500en,1889,1354,2489,1900
IMG_3860.JPG,4032,3024,5en,2289,1271,2798,1644
IMG_3860.JPG,4032,3024,100en,2061,1771,2498,2262
IMG_3860.JPG,4032,3024,10en,2607,1726,3152,2244
IMG_3860.JPG,4032,3024,500en,2343,2162,2961,2753
IMG_3787.JPG,4032,3024,100en,1611,1188,2511,2070
IMG_3870.JPG,4032,3024,1en,2038,952,2374,1216
IMG_3870.JPG,4032,3024,1en,2302,1170,2683,1452
IMG_3870.JPG,4032,3024,1en,2529,1043,2874,1325
IMG_3870.JPG,4032,3024,1en,2402,1625,2820,1897
IMG_3870.JPG,4032,3024,10en,1656,952,2056,1243
IMG_3870.JPG,4032,3024,10en,2083,1207,2447,1543
IMG_3870.JPG,4032,3024,10en,1692,1207,2092,1416
IMG_3870.JPG,4032,3024,10en,1992,1516,2438,1861
IMG_3870.JPG,4032,3024,10en,1465,1416,1856,1770
IMG_3870.JPG,4032,3024,50en,2529,1434,2929,1752
IMG_3870.JPG,4032,3024,5en,1665,1334,2020,1661
IMG_3870.JPG,4032,3024,100en,1956,1825,2429,2216
IMG_3870.JPG,4032,3024,500en,1411,1761,1929,2270
IMG_3878.JPG,4032,3024,10en,2829,543,3474,970
IMG_3878.JPG,4032,3024,500en,1874,1452,2702,2143
IMG_3878.JPG,4032,3024,50en,783,1016,1274,1416
IMG_3878.JPG,4032,3024,100en,1129,1234,1747,1743
IMG_3878.JPG,4032,3024,100en,1302,625,1811,1016
IMG_3878.JPG,4032,3024,1en,1565,861,2074,1261
IMG_3885.JPG,4032,3024,1en,2220,1478,2479,1741
IMG_3885.JPG,4032,3024,1en,2597,1637,2861,1887
IMG_3885.JPG,4032,3024,5en,2265,1728,2543,2001
IMG_3885.JPG,4032,3024,10en,2384,1169,2679,1460
IMG_3885.JPG,4032,3024,10en,2620,1364,2902,1641
IMG_3885.JPG,4032,3024,10en,1720,1769,2002,2064
IMG_3885.JPG,4032,3024,10en,2247,1996,2538,2282
IMG_3885.JPG,4032,3024,50en,1875,1510,2120,1764
IMG_3885.JPG,4032,3024,50en,2020,1714,2279,1960
IMG_3885.JPG,4032,3024,100en,2038,1260,2320,1528
IMG_3885.JPG,4032,3024,100en,1984,1964,2256,2237
IMG_3885.JPG,4032,3024,500en,2515,1869,2847,2205
IMG_3854.JPG,4032,3024,1en,1607,1271,1961,1571
IMG_3854.JPG,4032,3024,10en,2179,1244,2570,1598
IMG_3854.JPG,4032,3024,5en,1343,1571,1743,1935
IMG_3854.JPG,4032,3024,500en,1798,1698,2270,2144
IMG_3854.JPG,4032,3024,100en,2334,1680,2707,2062
IMG_3899.JPG,4032,3024,1en,1804,1023,2012,1246
IMG_3899.JPG,4032,3024,1en,2143,1123,2351,1346
IMG_3899.JPG,4032,3024,5en,2446,1600,2677,1838
IMG_3899.JPG,4032,3024,10en,2154,792,2393,1031
IMG_3899.JPG,4032,3024,10en,1570,1146,1808,1377
IMG_3899.JPG,4032,3024,10en,2146,1407,2377,1646
IMG_3899.JPG,4032,3024,10en,1885,1684,2123,1931
IMG_3899.JPG,4032,3024,50en,2639,1169,2870,1400
IMG_3899.JPG,4032,3024,50en,2085,1631,2300,1831
IMG_3899.JPG,4032,3024,100en,1516,1507,1746,1746
IMG_3899.JPG,4032,3024,100en,1946,1346,2177,1577
IMG_3899.JPG,4032,3024,500en,1754,1454,2016,1715
IMG_3901.JPG,4032,3024,1en,1759,1208,1959,1415
IMG_3901.JPG,4032,3024,1en,2094,1308,2302,1515
IMG_3901.JPG,4032,3024,1en,1752,1458,1952,1658
IMG_3901.JPG,4032,3024,5en,2430,1765,2652,1987
IMG_3901.JPG,4032,3024,10en,2109,1587,2337,1822
IMG_3901.JPG,4032,3024,10en,2080,980,2316,1215
IMG_3901.JPG,4032,3024,10en,1523,1351,1766,1587
IMG_3901.JPG,4032,3024,10en,1873,1887,2116,2122
IMG_3901.JPG,4032,3024,50en,2587,1315,2802,1537
IMG_3901.JPG,4032,3024,100en,1473,1730,1709,1944
IMG_3901.JPG,4032,3024,100en,1923,1537,2137,1765
IMG_3901.JPG,4032,3024,500en,1709,1644,1980,1908
IMG_3901.JPG,4032,3024,50en,2066,1787,2273,2008
IMG_3891.JPG,4032,3024,1en,1384,1564,1829,1914
IMG_3891.JPG,4032,3024,1en,1693,1346,2093,1664
IMG_3891.JPG,4032,3024,1en,2075,1260,2479,1551
IMG_3891.JPG,4032,3024,10en,2547,1173,3006,1487
IMG_3891.JPG,4032,3024,10en,2606,1551,3134,1973
IMG_3891.JPG,4032,3024,10en,2320,2201,2952,2805
IMG_3891.JPG,4032,3024,100en,2056,1623,2552,2032
IMG_3863.JPG,4032,3024,10en,2620,1434,3229,1997
IMG_3863.JPG,4032,3024,5en,2183,1207,2702,1697
IMG_3863.JPG,4032,3024,100en,2229,897,2747,1325
IMG_3863.JPG,4032,3024,500en,2656,1188,3292,1624
IMG_3867.JPG,4032,3024,10en,2211,1288,2556,1634
IMG_3867.JPG,4032,3024,10en,2111,1952,2492,2325
IMG_3867.JPG,4032,3024,10en,2638,1752,3020,2116
IMG_3867.JPG,4032,3024,10en,2811,2052,3165,2434
IMG_3867.JPG,4032,3024,10en,1765,2179,2129,2570
IMG_3867.JPG,4032,3024,1en,1838,1407,2129,1707
IMG_3867.JPG,4032,3024,1en,2583,1470,2874,1761
IMG_3867.JPG,4032,3024,1en,1892,1797,2192,2097
IMG_3867.JPG,4032,3024,1en,2074,1561,2365,1861
IMG_3867.JPG,4032,3024,5en,2647,2334,2992,2716
IMG_3867.JPG,4032,3024,50en,1556,1834,1874,2143
IMG_3867.JPG,4032,3024,100en,2347,1634,2683,1970
IMG_3867.JPG,4032,3024,500en,2129,2316,2556,2752
IMG_3900.JPG,4032,3024,1en,2030,1251,2230,1465
IMG_3900.JPG,4032,3024,1en,1680,1144,1894,1344
IMG_3900.JPG,4032,3024,1en,1673,1401,1887,1594
IMG_3900.JPG,4032,3024,5en,2352,1715,2587,1930
IMG_3900.JPG,4032,3024,10en,2037,1537,2273,1765
IMG_3900.JPG,4032,3024,10en,1794,1822,2037,2072
IMG_3900.JPG,4032,3024,10en,2016,915,2244,1144
IMG_3900.JPG,4032,3024,10en,1437,1294,1680,1515
IMG_3900.JPG,4032,3024,50en,2523,1272,2737,1487
IMG_3900.JPG,4032,3024,50en,1994,1737,2209,1951
IMG_3900.JPG,4032,3024,100en,1387,1665,1630,1901
IMG_3900.JPG,4032,3024,100en,1830,1480,2052,1708
IMG_3900.JPG,4032,3024,500en,1637,1594,1909,1844
IMG_3893.JPG,4032,3024,1en,1797,1046,2143,1323
IMG_3893.JPG,4032,3024,1en,2138,1096,2502,1387
IMG_3893.JPG,4032,3024,1en,2420,1273,2811,1587
IMG_3893.JPG,4032,3024,10en,2756,1573,3288,1978
IMG_3893.JPG,4032,3024,10en,2193,1764,2725,2241
IMG_3893.JPG,4032,3024,10en,1320,1810,1852,2264
IMG_3893.JPG,4032,3024,50en,1838,2114,2334,2578
IMG_3893.JPG,4032,3024,100en,1152,1182,1575,1514
IMG_3893.JPG,4032,3024,100en,1984,1432,2388,1791
IMG_3893.JPG,4032,3024,500en,1493,1382,1984,1796
IMG_3897.JPG,4032,3024,1en,2158,1084,2397,1346
IMG_3897.JPG,4032,3024,1en,2274,1161,2535,1407
IMG_3897.JPG,4032,3024,1en,2427,1277,2674,1515
IMG_3897.JPG,4032,3024,5en,2351,2023,2643,2315
IMG_3897.JPG,4032,3024,10en,1666,1661,1974,1946
IMG_3897.JPG,4032,3024,10en,2197,1584,2443,1884
IMG_3897.JPG,4032,3024,10en,2320,1507,2627,1792
IMG_3897.JPG,4032,3024,100en,1451,1184,1720,1484
IMG_3897.JPG,4032,3024,100en,2027,1346,2281,1631
IMG_3897.JPG,4032,3024,500en,1712,1315,2012,1638
IMG_3897.JPG,4032,3024,50en,1966,1707,2235,1984
IMG_3882.JPG,4032,3024,1en,1974,1497,2247,1752
IMG_3882.JPG,4032,3024,1en,2320,1643,2611,1925
IMG_3882.JPG,4032,3024,5en,1920,1734,2229,2007
IMG_3882.JPG,4032,3024,10en,2602,1307,2929,1616
IMG_3882.JPG,4032,3024,10en,1929,2061,2265,2388
IMG_3882.JPG,4032,3024,50en,1511,1507,1783,1779
IMG_3882.JPG,4032,3024,50en,1702,1743,1929,1997
IMG_3882.JPG,4032,3024,100en,1765,1270,2065,1570
IMG_3882.JPG,4032,3024,100en,1474,1934,1774,2234
IMG_3882.JPG,4032,3024,500en,2220,1925,2583,2270
IMG_3887.JPG,4032,3024,1en,2415,1910,2965,2455
IMG_3887.JPG,4032,3024,1en,1988,2405,2543,2951
IMG_3887.JPG,4032,3024,5en,2529,710,3093,1237
IMG_3887.JPG,4032,3024,10en,2020,1296,2611,1864
IMG_3887.JPG,4032,3024,10en,2547,1282,3034,1832
IMG_3887.JPG,4032,3024,50en,1734,914,2229,1382
IMG_3887.JPG,4032,3024,50en,2193,969,2593,1351
IMG_3887.JPG,4032,3024,100en,1456,1410,2038,1973
IMG_3887.JPG,4032,3024,500en,1956,1805,2543,2473
IMG_3855.JPG,4032,3024,5en,1198,835,1607,1180
IMG_3855.JPG,4032,3024,1en,1570,617,1943,880
IMG_3855.JPG,4032,3024,10en,2189,644,2652,1017
IMG_3855.JPG,4032,3024,500en,1616,989,2143,1417
IMG_3855.JPG,4032,3024,100en,2198,1044,2670,1398
IMG_3873.JPG,4032,3024,50en,1456,997,2065,1597
IMG_3873.JPG,4032,3024,500en,2038,1425,2829,2216
IMG_3892.JPG,4032,3024,1en,1220,669,1611,978
IMG_3892.JPG,4032,3024,1en,1597,741,1984,1051
IMG_3892.JPG,4032,3024,1en,1856,932,2293,1260
IMG_3892.JPG,4032,3024,10en,2211,1232,2752,1669
IMG_3892.JPG,4032,3024,10en,1588,1451,2143,1923
IMG_3892.JPG,4032,3024,10en,647,1482,1220,1955
IMG_3892.JPG,4032,3024,100en,1315,1096,1806,1491
IMG_3875.JPG,4032,3024,1en,1483,788,1965,1252
IMG_3875.JPG,4032,3024,10en,2592,770,3156,1316
IMG_3875.JPG,4032,3024,50en,1256,1561,1783,2070
IMG_3875.JPG,4032,3024,500en,2392,2170,3083,2852
IMG_3876.JPG,4032,3024,1en,1620,1288,2083,1770
IMG_3876.JPG,4032,3024,10en,2429,1188,3002,1734
IMG_3876.JPG,4032,3024,50en,1283,1697,1783,2197
IMG_3876.JPG,4032,3024,500en,1638,1734,2247,2352
IMG_3877.JPG,4032,3024,1en,1620,1070,2074,1507
IMG_3877.JPG,4032,3024,10en,2747,725,3283,1270
IMG_3877.JPG,4032,3024,50en,902,1225,1383,1670
IMG_3877.JPG,4032,3024,100en,1302,643,1811,1170
IMG_3877.JPG,4032,3024,100en,1292,1525,1811,2016
IMG_3877.JPG,4032,3024,500en,1974,1770,2583,2397
IMG_3757.JPG,4032,3024,10en,1765,1034,2711,1979
IMG_3880.JPG,4032,3024,1en,1847,843,2311,1243
IMG_3880.JPG,4032,3024,10en,1574,1379,2192,1897
IMG_3880.JPG,4032,3024,10en,2956,607,3492,1025
IMG_3880.JPG,4032,3024,50en,1120,1152,1674,1616
IMG_3880.JPG,4032,3024,50en,820,688,1338,1097
IMG_3880.JPG,4032,3024,100en,1502,570,2020,970
IMG_3880.JPG,4032,3024,100en,356,1834,1020,2470
IMG_3880.JPG,4032,3024,500en,2256,1452,2965,2134
IMG_3894.JPG,4032,3024,1en,2275,1046,2575,1355
IMG_3894.JPG,4032,3024,1en,2479,1119,2865,1451
IMG_3894.JPG,4032,3024,1en,2725,1241,3129,1582
IMG_3894.JPG,4032,3024,10en,1465,1841,1984,2314
IMG_3894.JPG,4032,3024,10en,2565,1555,3088,1969
IMG_3894.JPG,4032,3024,10en,2329,1682,2825,2128
IMG_3894.JPG,4032,3024,50en,1961,1905,2425,2341
IMG_3894.JPG,4032,3024,100en,1193,1251,1602,1601
IMG_3894.JPG,4032,3024,100en,2070,1373,2484,1760
IMG_3894.JPG,4032,3024,500en,1579,1378,2084,1819
